name,email,phone,address
Polyklear Fiberglass & Resin,inquiry@polyklear.com,+63 (998) 964 6900,"2/F SEA Olympus Buildinbg, A.C. Cortes Avenue, Mandaue City, Cebu"
Pluvia Hotel & Resort Toiletry & Amenity Supplies,ask@mypluvia.com,+63 (32) 321 2279,"2/F F. Uy Building, National Road, Tipolo, Mandaue City, Cebu"
Plethora - Dial A Massage,plethora_mb@yahoo.com,+63 (32) 420 7604,"Unit 2 Flores Apartment, G. Quano Street, Newville Village, Mandaue City, Cebu"
Pld Construction,pldconstruction@yahoo.com,+63 (32) 345 1452,"P.C. Suico Street, Tabok, Mandaue City 6014 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (922) 308 5307,"120D Insular Square, J.P. Rizal Street, Barangay Tabok, Mandaue City 6014 Cebu"
Pinoydelikasi.com,jovel@pinoydelikasi.com,+63 (32) 380 0000,"Banilad, Holy Family Village, Mandaue City, Cebu"
Shell Gasoline Station,generalpublicenquiries-ph@shell.com,+63 (917) 622 1221,"M.C. Briones Avenue, Barangay Maguikay, Mandaue City 6014 Cebu"
Philwebservices Global Solutions,sales@philwebservices.com,+63 (32) 344 6906,"2S4 Ironwood Copenhagen Residences, Ironwood Copenhagen Residences, Alang Alang, Mandaue City 6014 Cebu"
Natures Spring Water,cebufo@naturespring.com.ph,+63 (32) 346 2008,"A.C. Cortes Avenue, Cambaro, Mandaue City 6014 Cebu"
Pnb,customercare@pnb.com.ph,+63 (32) 420 1907,"A. Cortes Avenue, Ibabaw, Mandaue City 11579 Cebu"
Pldt,customercare@pldt.com,+63 (2) 8 888 8171,"A.S. Fortuna Street, Bakilid, Mandaue City 6014 Cebu"
