name,email,phone,address
Niceday Carwash,leon_quimpo@yahoo.com,+63 (32) 347 3279,"H. Cortes Street, Mandaue City, Cebu"
Materex Pest Exterminator,materexpestexterminator@gmail.com,+63 (32) 238 9003,"Salustiana Building, M. L. Quezon Street, Barangay Casuntingan, Mandaue City 6014 Cebu"
New Millennium Hardware,millenniumcebu@gmail.com,+63 (32) 345 3865,"131 Subangdaku, Mandaue City, Cebu"
New Datche Philippines,mandaue@datchephils.com,+63 (32) 418 1667,"SJS Building, A.S. Fortuna Street, Mandaue City, Cebu"
Networkz Technology Corporation,networkztechnologycebu@gmail.com,+63 (032) 888 6799,"263, S.B Cabahug St., Ibabao-Estancia, Mandaue City 6014 Cebu"
Netwebware Inc,info@netwebware.com,nan,"ETO Bldg. Hyundai Showroom 5 flr., 21 A.S Fortuna St., Banilada, Mandaue City, Cebu"
Nero Printing Services And Trading,neroprintingservices@gmail.com,+63 (32) 505 9590,"3/F Friendship Building 2, Room B5 Lopez Jaena Street, Subangdaku, Mandaue City 6014 Cebu"
Nature's Well Water Refilling Station,eboi87722002@yahoo.com,+63 (32) 422 1631,"Don Sergio Sucio Street, Mandaue City, Cebu"
National Panasonic Authorized Sales & Service Center,ritchie.alforque@unitedph.net,+63 (32) 346 0059,"Mandaue City, Cebu"
"National Book Store, Incorporated",nbsquadalpha@nationalbookstore.com.ph,+63 (32) 239 7563,"Parkmall, 168 Ouano Avenue, Mandaue City, Cebu"
N-pax Cebu,mching@esprint.com,+63 (32) 422 8086,"Sacris Road, Mandaue City, Cebu"
Mustard Seed Systems,jonathan@mseedsystems.com,+63 (32) 422 3040,"Door 1 Adolfo Fick Building, Hernan Cortes Street corner Ayala Access Road, Subadangku, Mandaue City, Cebu"
Multiplast Corporation,sales_multi@qcstyro.com,+63 (32) 344 4192,"B27 J. King & Sons Warehouse Complex, Cambaro, Mandaue City, Cebu"
Multi-pack Manufacturing,mfg.multipack@yahoo.com,+63 (32) 344 7421,"489 Tipolo Road, Mandaue City, Cebu"
"Mt. Zion Customs Brokerage, Inc.",info@mtzioncbi.com,+63 (32) 265 8312,"Rm. 303 N&N Cortes Arcade, A. C. Cortes Avenue, Estancia, Ibabao, Mandaue City 6014 Cebu"
Motortrade,info@motortrade.com.ph,+63 (32) 564 2643,"Jayme Street, Paknaan, Mandaue City 6014 Cebu"
Motortrade,marketing@motortrade.com.ph,+63 (32) 343 9387,"A.C. Cortes Avenue, Ibabao, Mandaue City 6014 Cebu"
Mooon Cafe,pagesholdings@yahoo.com,nan,"G/F Parkmall, 168 Ouano Avenue, North Reclamation Area, Mandaue City 6014 Cebu"
Moduletech,module_tech@yahoo.com,+63 (32) 346 6752,"Unit 12 Door 1 EF Jimenez Building, PH IV C HVG Arcade, Subangdaku, Mandaue City, Cebu"
