name,email,phone,address
Tkl Steel,inquiry@tklsteelcorp.com.ph,+63 (2) 8 558 5555,"2206-2208 Oroquieta corner Batangas Street, Sta.Cruz, City of Manila, Metro Manila"
Lexan Industrial,lexanhangers@pldtdsl.net,+63 (2) 8 366 0928,"#131 7th Ave., Between 9th & 10th Streets, Grace Park, Caloocan City 1400 Metro Manila"
Mansfield International,hrd@mansfield.com.ph,+63 (02) 8 927 5828,"2/F The Arete Square, Congressional Avenue, Project 8, Quezon City 1106 Metro Manila"
Dominic Construction,dominicconstruction@yahoo.com.ph,+63 (2) 3 470 2297,"229-A Basilan corner Talayan Streets, Mandaluyong City 1550 Metro Manila"
Amwslai,info@amwslai.com.ph,+63 (32) 233 3285,"Lot 68-B Salinas Drive, Lahug, Cebu City, Cebu"
Fersal Hotel,reservations@fersalhotelgroup.com,+63 (02) 8 911 2161,"Exec. Suite 5/F Fersal Building, 245 P. Tuazon Street, Quezon City 1100 Metro Manila"
Comfac Global Group,comfac@comfacgroup.com,+63 (2) 8 867 8301,"18/F - 19/F The World Centre Building, 330 Sen. Gil Puyat Avenue, Salcedo Village, Makati City 1227 Metro Manila"
New Datche Philippines,cebu@datchephils.com,+63 (32) 255 6416,"269 Plaridel Extension, Barangay Sto. Nino, Cebu City 6000 Cebu"
Golden Peak Hotel & Suites,goldenpeak@goldenpeakhotel.com,+63 (32) 233 8111,"Gorordo Avenue Corner Escario Street, Cebu City 6000 Cebu"
Childlink Learning Center And Childlink High School,clc_guidance@yahoo.com,+63 (32) 253 9482,"530 V. Rama Avenue, Zodiacville Subdivision, Cebu City 6000 Cebu"
Cebu Ad Consultants,inquire@adcons.ph,+63 (32) 261 4234,"2124 Katipunan Street, Labangon, Cebu City, Cebu"
K&t Homeplanners & General Contractor,rolchi03@gmail.com,+63 (32) 255 1828,"130-D Ponce Building, M.H. Aznar Street, Sambag-1, Cebu City 6000 Cebu"
T F E Sales Marketing,sales@tfecebu.com,+63 (32) 256 1324,"298 Magallanes Street, Ermita, Cebu City 6000 Cebu"
Ven Ray Construction,venraycebu@rocketmail.com,+63 (32) 261 0934,"75-B R. Duterte Street, Banawa, Cebu City 6000 Cebu"
Dyno Finance,gdz@mailshack.com,+63 (32) 253 1729,"Dyno Finance Center, Juana Osmeña corner J. Llorente Street, Cebu City 6000 Cebu"
Shell Gasoline Station,generalpublicenquiries-ph@shell.com,+63 (2) 8 816 6501,"156 Valero corner Villar Streets, Salcedo Village, Makati City 1227 Metro Manila"
Dmc Busa Printers,busaprinters@yahoo.com,+63 (32) 346 0486,"P. Basubas Street, Tipolo, Mandaue City, Cebu"
Metaluxe Steel Manufacturing & Sales,info@metaluxefilingcabinet.com,+63 (2) 346 1470,"Lucky Plaza Building, 107 Ouano Avenue, North Reclamation Area, Mandaue City 6014 Cebu"
Polymer Products Philippines,construction@polymerprod.com,+63 (2) 671 9837,"11 Joe Borris Street, Bagong Ilog, Pasig City 1600 Metro Manila"
Eurostar,eurostarcebu@yahoo.com,+63 (32) 516 4014,"Hernan Cortes Street, Mandaue City 6014 Cebu"
Val & Sons Enterprises,valandsons@yahoo.com,+63 (32) 345 4978,"A.S Fortuna Street, St. Martin Village, Banilad, Mandaue City 6014 Cebu"
Pustanan Printers,pustanan@gmail.com,+63 (32) 344 8061,"P.L. Sanchez St., Riverside Canduman, Mandaue City 6014 Cebu"
Joyland Industries,joylandindustriescorp@gmail.com,+63 (32) 346 1925,"888 Cabahung Road, Opao, Mandaue City 6014 Cebu"
A.d. Gothong Manufacturing,sales@adgothong.com,+63 (32) 346 5212,"AE - 111 Albano Street, Subangdaku, Mandaue City 6014 Cebu"
Cebu Atlas Merchantile Corp,tplssl@hotmail.com,+63 (32) 513 6818,"M.C. Briones, Mandaue City 6014 Cebu"
Innotec Asia,info@innotec.ph,+63 (02) 8 351 3258,"Fascon Building, 256 Roosevelt Avenue, San Antonio Del Monte, Quezon City, Metro Manila"
Dewfoam,marketing@dewfoam.com,+63 (32) 345 6078,"A.S Fortuna Street, Banilad, Mandaue City 6014 Cebu"
Cebu Sherilin Trading,sherilin.cebu@gmail.com,+63 (32) 231 1958,"44 Cabahug Extension Kasambagan, Ayala Access Road Mabolo, Cebu City 6000 Cebu"
Hi-safety Industrial Supplies,hisafetyindustrial@gmail.com,+63 (2) 8 561 2110,"Unit 17 Otis 888, Paz Mendoza Guazon Avenue, Paco, City of Manila 1007 Metro Manila"
Panasonic,pmpc_csdcic@ph.panasonic.com,+63 (2) 520 8600,"102 Laguna Boulevard, Laguna Techno Park, Santa Rosa City 4026 Laguna"
Alpine Ice Plant & Cold Storage,aldytanchan@yahoo.com,+63 (2) 349 6245,"Ouano Avenue, Mandaue City, Cebu"
Cofta,cmcsales@cofta.com.ph,+63 (32) 343 3178,"Unit 11-12 Hvg Arcade, Subangdako, Mandaue City, Cebu"
Amazon Manufacturing,info@amazonmfgcorp.com,+63 (2) 8 292 2222,"109 Pasolo Road, Valenzuela City, Metro Manila"
Cebu Stainless Manufacturing,sales@s-tank.biz,+63 (32) 346 5555,"A C Cortes Avenue, Cambaro, Mandaue City 6014 Cebu"
Netwebware Inc,info@netwebware.com,nan,"ETO Bldg. Hyundai Showroom 5 flr., 21 A.S Fortuna St., Banilada, Mandaue City, Cebu"
Wellmade Manufacturing Corporation,info@wellmade.com.ph,+63 (2) 8 299 6010,"111 Iba Road, Pantok, Meycauayan City 3020 Bulacan"
Cielito Manufacturing,cielito@globelines.com.ph,+63 (32) 422 1803,"Cement Wood Gate One, H. Abellana Street, Mandaue City, Cebu"
Multi-pack Manufacturing,mfg.multipack@yahoo.com,+63 (32) 344 7421,"489 Tipolo Road, Mandaue City, Cebu"
