name,email,phone,address
L98 Brokerage And Logistics,leslie_98@yahoo.com,+63 (32) 420 1948,"Esperanza Building, AC. Cortes Avenue, Mandaue City, Cebu"
Kobeweld Asia Steel Co. Ltd.,weldimport@gmail.com,+63 (32) 420 6233,"S.B. Cabahug Ibabaw, Mandaue City, Cebu"
Knex Modular Furniture Design,knexph@yahoo.com,+63 (32) 255 7788,"182 A. S. Fortuna Street, Mandaue City, Cebu"
Khylyn Angel Pharmacy,aliceceniza@yahoo.com,+63 (926) 320 3899,"222 M. Ceniza Street, Mandaue City, Cebu"
Kenneth And Mock,cebu@kennethandmock.com,+63 (32) 346 1112,"Unit 2 1G Design Center of Cebu, 356A A.S. Fortuna corner P. Remedio Streets, Banilad, Mandaue City 6014 Cebu"
Kemp Trading,kemptrdg@gmail.com,+63 (32) 520 7331,"F. Rosal St., Mantuyong, Mandaue City, Cebu"
Kc Sewing Machines,kcsewing_cebu@yahoo.com,+63 (32) 346 4107,"K&S GROUND FLOOR ATHECOR BLDG., MC BRIONES, Tipolo, Mandaue City 6014 Cebu"
Kei,walterthuang@gmail.com,+63 (922) 545 5145,"35 Elias Cortes Street, KEI, KEI, Mandaue City 6014 Cebu"
S And R Management Shopping,info@snrshopping.com,+63 (32) 346 7804,"Ouano Avenue Corner Prez Street, Mandaue City, Cebu"
Kaizen Trading Technologies,kaizen_trading@yahoo.com,+63 (32) 420 7545,"225 S.B. Cabahug Street, Mandaue City, Cebu"
Kaeser Kompressoren Philippines,info.philippines@kaeser.com,+63 (32) 268 8494,"Unit 1 S.E.A Olympus Building, A.C. Cortes Avenue, Mandaue City 6014 Cebu"
K'nex Modular Furniture Design,dennis@knex-ph.com,+63 (32) 255 7788,"182 A S Fortuna Street, Mandaue City 6014 Cebu"
Joyland Industries,joylandindustriescorp@gmail.com,+63 (32) 346 1925,"888 Cabahung Road, Opao, Mandaue City 6014 Cebu"
Jonie's Sizzlers & Roast,grcimarketing@gmail.com,+63 (32) 266 8912,"UG/F J Centre Mall, 165 A.S. Fortuna Street, Bakilid, Mandaue City 6014 Cebu"
