name,email,phone,address
Rpv Electro Tech Philippines,rpv_cebu@yahoo.com,+63 (32) 412 3587,"103 Oakridge Business Park, 880 A.S. Fortuna Street, Banilad, Mandaue City, Cebu"
Rpm Bookkeeping & Accounting Services,mnaldoza@bdiph.com,+63 (32) 422 7653,"108 San Nicolas Street, San Vicente Village, Mandaue City, Cebu"
Rpj Kitchen Craft,rpjcraft01@yahoo.com,+63 (32) 420 3203,"P. Burgos Street, Mandaue City, Cebu"
Rose Pharmacy,onlinesales@rosepharmacy.com,+63 (32) 230 5000,"3/F FLC Center, 888 Hernan Cortes Street, Subangdaku, Mandaue City 6014 Cebu"
Rose Pharmacy,online@rosepharmacy.com,+63 (32) 345 0330,"Mandaue Public Market, Zamora Street, Mandaue City 6014 Cebu"
Rockwool Interior And Fit-out Enterprises,t.cabardo@yahoo.com,+63 (32) 239 4675,"New Era Building, Plaridel Street, Brgy. Cambaro, Mandaue City, Cebu"
Robinsons Bank,c3@robinsonsbank.com.ph,+63 (32) 346 6452,"G/F Cotiaking Building, North Road, Mandaue City 6014 Cebu"
Rmc - Rañola Motor Center,rmc_mandaue@yahoo.com.ph,+63 (32) 343 9235,"Severina Building, Lopez Jaena Street, Subangdaku, Mandaue City 6014 Cebu"
"Rich-paul Marketing Company, Incorporated",rpforklift@yahoo.com,+63 (32) 239 2273,"Unit 1 E.F. Jimenez Building, 183-185 Lopez-Jaena Street, Subang Daku, Mandaue City, Cebu"
Republic Corrugated Cartons,recartons@globelines.com.ph,+63 (32) 346 9301,"Lopez Jaena Street, Barangay TIpolo, Mandaue City 6014 Cebu"
Regan,sales@reganindustrial.com.ph,+63 (32) 383 3545,"P.L. Sanchez, Pagsabungan, Mandaue City, Cebu"
