name,email,phone,address
Harvig's Minigolf Fun Park,harvigsson@gmail.com,nan,"Parkmall, 168 Ouano Avenue, North Reclamation Area, Mandaue City 6014 Cebu"
Hap Metal Fabricators,hapmetalfabricators@yahoo.com,+63 (917) 832 0014,"L. Jayme Street, Bakilid II, Mandaue City 6014 Cebu"
Handyman,info@handyman.com.ph,nan,"G/F Park Mall, Ouano Avenue, North Reclamation Area, Mandaue City 6014 Cebu"
Handling Innovation,info@toyotaforklifts-philippines.com,+63 (925) 321 3753,"WH 53 Castilex Industrial, M.L. Quezon Street, Mandaue City, Cebu"
Hafele,info@hafele.com.ph,nan,"Larazabal Street, North Reclamation Area, Subangdaku, Mandaue City, Cebu"
H&e Industries,styro_he@yahoo.com,nan,"M.H. Del Pilar, Mandaue City, Cebu"
Lion Tiger,info@lion-tiger.com,nan,"Tingub Corner Pagsabungan Road, Mandaue City, Cebu"
Greens Compugadgets,greenscompugadget@gmail.com,nan,"182, AS Fortuna, Bakilid, Mandaue City 6014 Cebu"
"Great Automation, Incorporated",support@greatautomation.com,+63 (945) 140 5790,"Quezon Avenue, Maguikay, Mandaue City, Cebu"
Graphic Star,mpbalbao@graphicstar.com.ph,nan,"GraphisStar Building, J.S Alinsug Street, Basak, Mandaue City, Cebu"
Gp Hose And Air Conditioning Supply,gphose.ac@gmail.com,nan,"G/F VNU Arcade, Hernan Cortez Streets, Subangdaku, Mandaue City, Cebu"
Goto King,gotoking.philippines@gmail.com,nan,"G/F Savemore Supermarket, Parkmall, 168 Ouano Avenue, North Reclamation Area, Mandaue City 6014 Cebu"
Good To Go Logistics,daniel.dlreyes@yahoo.com,nan,"N And N Arcade, A.C. Cortes Avenue, Mandaue City, Cebu"
Gomeco Metal Corporation,info@gomecogroup.com,nan,"204 VNU Arcade, North Road Highway, Paknaan, Mandaue City, Cebu"
Gomeco Group Of Companies (cebu),junasehan@gomecogroup.com,nan,"Unit 4 Centro Fortuna Building, A.S. Fortuna Street, Mandaue City, Cebu"
Goldtown - Cebu,sales.cebu@goldtown.ph,+63 (917) 654 5820,"Goldtown - Cebu, C.D. Seno St., North Reclamation Area, Tipolo, Mandaue City, Cebu, Tipolo, Mandaue City, Cebu, Mandaue City 6014 Cebu"
Goldilocks,customercare@goldilocks.com.ph,nan,"G/F Parkmall, 168 Ouano Avenue, North Reclamation Area, Mandaue City 6014 Cebu"
Golden Horse Auto Supply,autosupplygoldenhorse@yahoo.com,+63 (917) 710 0088,"Lopez Jaena, Mandaue City 6014 Cebu"
Golden Harvester International,grandharvest2002@gmail.com,nan,"M. L. Quezon Street, Maguikay, Mandaue City 6014 Cebu"
Dunkin Donuts,mktgservices@dunkindonuts.ph,nan,"1058 Hernan Cortes Street, Mandaue City 6014 Cebu"
Mcdonalds,writeus@ph.mcd.com,nan,"UG/F J Centre Mall, 165 A.S. Fortuna Street, Bakilid, Mandaue City 6014 Cebu"
Golden Abc,inquiry@goldenabc.com,nan,"880 A.S. Fortuna Street, Mandaue City, Cebu"
Globe,custhelp@globetel.com.ph,nan,"UG/F J Center Mall, 165 A.S Fortuna Street, Mandaue, Mandaue City 6014 Cebu"
Global Safety Technologies Corporation,globalsafetytechnologies@gmail.com,+63 (907) 834 8367,"Corner G Ouano St, Ibabao Estancia, Mandaue City 6014 Cebu"
