name,email,phone,address
Ah Designs,allhomes@globelines.com.ph,+63 (32) 422 2606,"AH Designs Building, Tabok Road, Mandaue City, Cebu"
Agz And Jez Printing Solution,agzandjezprintingsolution@gmail.com,+63 (32) 342 0413,"M.L Quezon Street, Barangay Maguikay, Mandaue City 6014 Cebu"
"Advatech Industries, Incorporated",oglim@advatech.com.ph,+63 (32) 346 7126,"Unit 101 G/F MGA Arcade, A. Cortes Avenue, Mandaue City, Cebu"
Adlib International Sales,adlib@adlib.com.ph,+63 (32) 345 1681,"Cebu Home Builders, Fortuna Street, Mandaue City, Cebu"
Add-on Systems & Osmosis Technologies,archiesolis@yahoo.com,+63 (32) 343 9687,"H.S Cortes Banilad, Mandaue City, Cebu"
Acura Auto Supply,acurakts168@yahoo.com,+63 (32) 236 6968,"G/F Lht Building, Hernan Cortes Street, Mandaue City 6014 Cebu"
Active Alliance Finance,cebu@activefinancecorp.com,+63 (32) 239 5401,"Unit G-07 North Road Plaza Building, Labogon Road, Mandaue City 6014 Cebu"
"Acoserve, Incorporated",cebu@acoserve.com,+63 (32) 345 2804,"Catilex Compound, Mandaue North Central, Cabancalan, Mandaue City, Cebu"
Accountmate Philippines,chichia@accountmate.com.ph,+63 (32) 345 6094,"Esprint Building, Sacris Road, Barangay Bakilid, Mandaue City, Cebu"
Dyab Cebu,dyabteleradyo@gmail.com,+63 (32) 422 1953,"ABS-CBN Broadcasting Complex, North Road, Baranggay Jagobiao, Mandaue City, Cebu"
Dyab 1512 Cebu,dyab1512@gmail.com,+63 (32) 422 1953,"Abs-Cbn Central Visayas Broadcast Center, Jagobiao, Mandaue City, Cebu"
Abba Travel & Pilgrimages Services,daisybering.abba@gmail.com,+63 (32) 344 5953,"103-104 Lucky Plaza Building, Quano Avenue, North Reclamation Area, Mandaue City, Cebu"
Abb Summit Marketing,stm@abbsummit.net,+63 (32) 346 7579,"Unit 1 R & R Building, A.C. Cortes Avenue, Mandaue City, Cebu"
A.d. Gothong Manufacturing,sales@adgothong.com,+63 (32) 346 5212,"AE - 111 Albano Street, Subangdaku, Mandaue City 6014 Cebu"
A&n Office And School Supplies Trading,an.shepherd.merchandise@gmail.com,+63 (032) 414 7887,"Rizal St., National Highway Tabok, Mandaue City 6014 Cebu"
A&d Interior Solution,ad.interiorsolution@yahoo.com,+63 (032) 414 1353,"Hernan Cortes, Mandaue, Mandaue City 6000 Cebu"
4a Agroscience,four_a_agro4@yahoo.com,+63 (32) 421 4177,"E & Z Alerta Building, BB Cabahug Street, Guizo, Mandaue City, Cebu"
3h And A Construction Company,hdmillanar@yahoo.com,+63 (32) 505 0613,"Cabrera Apartment, 316 A. Del Rosario Street, Mandaue City, Cebu"
33 Point 3 Exports,info@33point3.com,+63 (32) 344 8832,"262 M.L. Quezon Street, Casunting, Mandaue City, Cebu"
Prints Etc,shop@requestprints.com,+63 (32) 272 7814,"2/F, P. Basubas Street, Tipolo, Mandaue City, Cebu"
1rotary Trading,query@1rotarytrading.com,+63 (32) 422 5600,"Subangdaku, Mandaue City, Cebu"
