name,email,phone,address
Portifilo Resort,sosnene@yahoo.com,,"Mactan Island, Lapu-Lapu City, Cebu"
Poolworld,sales@poolworld.ph,+63 (917) 591 6918,"Ground F I.Park Building Masiwa Road, Ground F Masiwa Road, Marigondon, Lapu-Lapu City, Cebu"
Plantation Bay Resort And Spa,inquiry@plantationbay.com,,"Marigondon, Mactan Island, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (909) 452 0156,"2/F Gaisano Mactan Island Mall Annex, Pajo Street, Barangay Mactan, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,,"Purok Rambo, Barangay Babag, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (943) 051 3976,"Quezon National Highway corner Airport Road, Barangay Pusok, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (946) 605 5821,"Jayme 13 Building, Barangay Pajac, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (942) 733 6642,"National Highway, Sitio Looc, Barangay Maribago, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,,"G/F Gaisano Saver's Mart Mactan, Barangay Basak, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (942) 743 8619,"E&P Arcade, Marigondon Road Road corner MEPZ 2, Mactan Island, Barangay Basak, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (932) 790 7341,"SAAC 1, Barangay Buaya, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (922) 650 7976,"Lopez Jaena Street, Barangay Poblacion, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (932) 218 9296,"Hilton Beltran Building, GY Dela Cerna Street corner Humay Humay Road, Barangay Poblacion, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,,"Jorgi Go Building, M.L. Quezon corner National Highway, Barangay Pajo, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (942) 038 4171,"GY Dela Cerna Street, Barangay Poblacion, Lapu-Lapu City 6015 Cebu"
Cebuana Lhuillier Pawnshop,cebuanacares@pjlhuillier.com,+63 (942) 743 8619,"E&P Arcade, Marigondon Road corner Mactan Export Zone 2, Barangay Basak, Lapu-Lapu City 6015 Cebu"
Pizza Pedricos,info@pizzapedricos.com,,"G/F Gaisano Mactan Island Mall, M. L. Quezon National Highway, Pajo, Lapu-Lapu City 6015 Cebu"
Pnb,customercare@pnb.com.ph,,"G. Mangubat corner Rizal Streets, Lapu-Lapu City 8600 Cebu"
Pnb,customercare@pnb.com.ph,,"1st Avenue, MEPZ 1, Mactan Island, Lapu-Lapu City 6015 Cebu"
Pldt,customercare@pldt.com,,"M. L. Quezon Highway, Barangay Pajo, Lapu-Lapu City 6015 Cebu"
Pagcor,info.cebu@pagcor.ph,,"Waterfront Cebu City Hotel and Casino, 1 Salinas Drive, Lahug, Lapu-Lapu City 6000 Cebu"
Parola Travel And Tours,parolatoursph@gmail.com,+63 (945) 508 3710,"3740, New Sangi Rd, Greenfield Village, Pajo, Lapu-Lapu City, Cebu"
Park Hill Hotel,info@hotelparkhill.com,,"Matumbo Road, Pusok, Lapu-Lapu City, Cebu"
Microtel Hotels And Resorts,rbgabas@microtel.ph,,"Punta Engaro Road, Lapu-Lapu City, Cebu"
Palmbeach Resort & Spa,cebupalmbeach@yahoo.com,,"Punta Engano, Mactan Island, Lapu-Lapu City, Cebu"
Pacific Island Renewable Energy Solutions,adspacificisland@gmail.com,+63 (927) 625 7186,"F. Martin Street, Cebu Yacht Club, Ibo, Lapu-Lapu City 6015 Cebu"
